,ID,Date,Text
20,EPA-HQ-OPP-2024-0562-0472,"Posted by the Environmental Protection Agency on Feb 18, 2025","I believe we are at a time when we as American citizens have a deep thirst for transparency and honesty, so that we the people can decide what is right and good for our families. To withhold information and not withhold other information can be extremely misleading to a consumer, leading them to make a decision that they not make should they have full knowledge and understanding about what has been used to grow and process their food. While one action may lead to greater profits for a manufacturer, the same action may lead to harmful health outcomes for the consumer. I say as a general rule, the more transparency the better. If anything, this may place a demand on the manufacturer to make adjustments that could potentially produce good outcomes for both parties. The goal is the benefit all Americans, both manufacturer and consumers. However, as it stands, there are far more consumers being affected by the standards and regulations of a few manufacturers. We need to draw attention to this and it is critical to us and the Health of our Nation.

Thank you for your consideration."
21,EPA-HQ-OPP-2024-0562-0477,"Posted by the Environmental Protection Agency on Feb 18, 2025","There is no good reason to block state and local laws that help control the use of toxic pesticides. We need those laws, and so I urge you to vote to protect the laws, which in term, protect us from harmful chemicals.

Thank you,
REBECCA KELLY
Melrose Park, PA 19027-3032"
22,EPA-HQ-OPP-2024-0562-0487,"Posted by the Environmental Protection Agency on Feb 18, 2025","I am sincerely asking that the EPA protect Americans from harmful pesticides. I urge you to reject any and all efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would be potentially more harmful to citizens as states would not be able to protect their unique local environments and communities as well or in as timely a manner. Especially vulnerable groups of people like children and older Americans may be more negatively impacted by toxic pesticides. States and local municipalities need to be able to respond quickly to emergent situations in order to protect citizens from harm. They need to be able to notify parents and other citizens on a regular basis if and when pesticides are to be sprayed in their local areas, such as near schools or parks. .

I urge you to take serious action to protect these important local laws.

Thank you,
Pamela Trudeau
Leavenworth, WA 98826-1260"
23,EPA-HQ-OPP-2024-0562-0460,"Posted by the Environmental Protection Agency on Feb 18, 2025","I'm totally opposed to the proposed changes to prohibit state authority to warn of pesticide hazards and issue product label restrictions. As a public health matter, we citizens have the right to know whether a substance is proven or even likely to affect human health by causing cancer, birth defects, and/or reproductive harm.

Just as cigarettes are labeled, so should these pesticides be labeled.

All this proposed rule would do is protect the profits of companies selling these toxic substances and poisoning our environment with them."
24,EPA-HQ-OPP-2024-0562-0483,"Posted by the Environmental Protection Agency on Feb 18, 2025","Reducing toxic pesticides is critical to the lives of all living things, insects and people. Eliminate the worst; reduce the rest. I have been growing thousands of plants for 35 years without any toxic pesticides."
25,EPA-HQ-OPP-2024-0562-0461,"Posted by the Environmental Protection Agency on Feb 18, 2025",Please provide this protection and keep the warnings in place.
26,EPA-HQ-OPP-2024-0562-0485,"Posted by the Environmental Protection Agency on Feb 18, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws. After all the republican ranting about how states should have the final say over federal policies during the last admin - this decision is a no brainer. Some states just value their health more than others, and must have control over these matters.

Thank you,
Anne P
Berry Creek, CA 95916"
27,EPA-HQ-OPP-2024-0562-0489,"Posted by the Environmental Protection Agency on Feb 18, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. We worked hard thru direct democracy to win enhanced protection and commitments. Support self determination and safety for farm workers and land scaping. Beign licensed to apply agri-chen toxics isnt re-assuring, like industry plays it out to be.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Andrew Koosed
South Euclid, OH 44121-4076"
28,EPA-HQ-OPP-2024-0562-0459,"Posted by the Environmental Protection Agency on Feb 18, 2025","I stopped buying Quaker Oats when I learned they used toxic pesticides on the oats so they could be harvested quicker. But not all moms know about this and buy such oat products because they should be a nutritious choice. I support this statement from the EWG:

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Joyce Green
Milwaukie, OR 97267-3536"
29,EPA-HQ-OPP-2024-0562-0465,"Posted by the Environmental Protection Agency on Feb 18, 2025","I am so worn out from losing dear ones to cancer and other pesticide- related issues. EpA needs to do its job. Hopefully there is still someone there who knows enough science to follow the relationship. Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.
Why would you do that to the children of others, because I'd bet that the people trying to block pesticide laws make darn sure THEIR kids aren't going to be exposed.

I urge you to take serious action to protect these important local laws.

Thank you,
Edrie Bays
Bedford, VA 24523-5483"
30,EPA-HQ-OPP-2024-0562-0475,"Posted by the Environmental Protection Agency on Feb 18, 2025","Pesticide makers could undermine state and local governments’ right to adopt rules that protect communities from exposure to toxic crop chemicals, if some members of Congress get their way. They’re looking to make their case during debates over this year’s farm bill and federal agency funding.

These pesticide manufacturers want to limit states and localities from passing and enforcing additional requirements for warnings and information related from pesticides, bending the rules so that people sickened by exposure to these chemicals can’t seek any remedies.

Pending House and Senate bills would achieve the companies’ goal. The bills include the Agricultural Labeling Uniformity Act, or H.R. 4288, and the EATS Act, or H.R. 4417/S. 2019. Proponents may try to attach the bills to the farm bill or other major legislation.

If the pesticide provisions become law, crop chemical makers could avoid having to pay millions in liability cases to people sickened by exposure, even as emerging research shows many of the substances can cause cancer and other diseases. These problematic pesticides include RoundUp, which contains glyphosate, and Gramoxone, which contains paraquat.

Do not prevent states and localities from requiring additional pesticide warnings! Pesticide companies are trying to minimize their liability for their victims' health problems. This is an infringement on States' Rights."
31,EPA-HQ-OPP-2024-0562-0482,"Posted by the Environmental Protection Agency on Feb 18, 2025","As a concerned citizen worried about the effects of pesticides sprayed near elementary schools, and impact on farm workers nationwide, I urge Congress to reject legislation that would limit longstanding state and local pesticide safety rules. Please REJECT the Agricultural Labeling Uniformity Act, or H.R. 4288, and the EATS Act, or H.R. 4417/S. 2019."
32,EPA-HQ-OPP-2024-0562-0497,"Posted by the Environmental Protection Agency on Feb 18, 2025","The protection and safety of our country’s citizens should always outweigh the special interests of corporations and big ag. People should have more than only a small sliver of the grocery store for organic produce; the health and well-being of future generations depend on it. Companies should be held accountable and liable for their products, especially when know harm, sickness and disease are being caused. Your job as the EPA is to support this process. We must insist that our food and water supplies be healthy, nutrient dense and sustainable for years to come. If we don’t insist things change now, then what are we going to allow in the future? Our children deserve better!"
33,EPA-HQ-OPP-2024-0562-0488,"Posted by the Environmental Protection Agency on Feb 18, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

No good comes from poisoning our families, especially our young ones, neighbors, and our communities. When is enough enough thinking of the toll of sickening people’s bodies, innocent children’s weakened systems and futures, and destroying the public welfare?

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Julie Nelson
North Hollywood, CA 91601-4822"
34,EPA-HQ-OPP-2024-0562-0484,"Posted by the Environmental Protection Agency on Feb 18, 2025","Regarding proposed roll-backs on federal pesticide protections: Please, read Silent Spring and vote accordingly. These protections benefit all of us!"
35,EPA-HQ-OPP-2024-0562-0492,"Posted by the Environmental Protection Agency on Feb 18, 2025",Please protect the people and not corporations.
36,EPA-HQ-OPP-2024-0562-0496,"Posted by the Environmental Protection Agency on Feb 18, 2025","I want to protect local and state regulations and notifications about pesticides. My family, especially me, has developed sensitivities to chemicals. Chemicals have caused and exacerbate many health issues, such as obesity, diabetes, heart disease, cancer, infertility, and mental health disorders. I have many concerns about soil and water quality, butterflies, insects, and birds. I see few butterflies anymore.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws. The EPA works for us, please remember that.

Thank you,
Carol Sorenson
Newton, IA 50208-2521"
37,EPA-HQ-OPP-2024-0562-0499,"Posted by the Environmental Protection Agency on Feb 18, 2025","I am writing as a mother who has three children who all experienced chemical sensitivity and health effects when their school, neighbors, or city weed management departments sprayed pesticides. I am also writing as the Founder and Director of Moms Across America, a nationwide network of mothers who almost all have children with one form or another of autism, allergies, autoimmune issues, asthma, learning disorders, behavioral disorders, mental illness, hormone changes, and some even have cancer. Our children;s health issues are exacerbated by exposure to pesticides.
The petition before you would eliminate all existing school, park, local, HOA, town, city, and state regulations and notifications regarding pesticides. This unimaginably harmful decision would expose our children, pets, wildlife, farms and marinelife to chemicals where local officials have decided that would not be prudent. Taking away individual, local and state rights is NOT within the jurisdiction of the EPA.
Furthermore, I have directly asked the head of the pesticide review board if you have any long-term animal studies on the final formulation of Roundup,any of the formulations, and he said no.
Therefore, the EPA has no actual data to support that the final formulations of any of these agrochemicals are actually safe for animals, definitely not humans - are pesticide studies on humans, as you also stated, ""is not ethical."" If it is not ethical to allow pesticide testing on humans to determine safety- it is definitely not ethical to allow the spraying of these pesticides around schools, parks, on our city streets, on our food, or near our waterways - especially when our local officials have deemed it unsafe.
Our individual, local, and state rights must be honored and protected in the United States of America.
Our families have a right to be notified within 24 hours of pesticide spraying when we sign up for an alert. Our schools and HOAS have a right to decide to not use glyphosate and make a policy for not toxic chemical use on their grounds. Our towns and cities and states have a right to ban a weedkiller that causes cancer and birth defects. Our local officials consider the science and make these decisions judiciously. Thousands of our moms have spent thousands of hours reading the independent science, sharing the science with their local school boards, Parks and Recs, county commissioners, local landscapers, and state officials. Over 100,000 people have downloaded the document on our website with 10 alternatives to Roundup and worked locally for safety. Do not wipe out their work to protect their communities.
Do not capitualte to the pressure of the chemical companies.
They simply need to make their products safe. There are non-toxic versions of weed killers.
If you do not support local and state rights, you must excuse yourselves from your positions and allow someone else who will protect Americans and the environment from harm.
Thank you."
38,EPA-HQ-OPP-2024-0562-0468,"Posted by the Environmental Protection Agency on Feb 18, 2025","Pesticides are poisoning us and our planet. We are dependent on pollinators. We need to wake up and stop allowing these big industries to continue to destroy our future.

Yes, it will mean we will have to find different ways of feeding ourselves. I've been growing food in my backyard, have you been thinking about doing that? We can get each others' needs met without all of this corporate destruction.

I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
ciara guerrero
Colorado Springs, CO 80906-5433"
39,EPA-HQ-OPP-2024-0562-0493,"Posted by the Environmental Protection Agency on Feb 18, 2025","If this is safe, why do they need blanker immunity. Keep our farms pure, keep our food clean! We need actual nourishment, not the junk you sell. Please stop this now."
40,EPA-HQ-OPP-2024-0562-0453,"Posted by the Environmental Protection Agency on Feb 18, 2025","I'm appalled that for the last 80 years of US history our ""PUBLIC SERVANTS"" have shown absolutely no concern for the health and welfare of it's constituents.

The contracts you have given to Big Agriculture and Big food industries have been egregious to our health. The health of US constituents that once was third internationally has plummeted to 68th in the ranking order thanks to all of the pesticides, GMO, synthetic chemical that our ""PUBLIC SERVANTS"" have allowed.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides.

I URGE you to take serious action to protect these important local laws.

Thank you,
Iris Arce
Frankston, TX 75763-5143"
41,EPA-HQ-OPP-2024-0562-0480,"Posted by the Environmental Protection Agency on Feb 18, 2025","EPA's job is to protect Americans from harmful pesticides, as well as to protect wildlife and the environment. When states and local communities decide we want more stringent regulations, Your job is to SUPPORT state and local laws not undermine or rescind them.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Susan Schmidt
Cedar, MI 49621-9441"
42,EPA-HQ-OPP-2024-0562-0457,"Posted by the Environmental Protection Agency on Feb 18, 2025","I just read yesterday that the monarch butterfly population has imploded. Why? The over use of herbicides and pesticides. Insect populations over all are dangerously low, and this endangers out nations songbirds and grassland birds. A 2019 study found grassland bird populations had fallen 53% since 1970. Pesticides and hebicides are impacting the health of our nations populace, in particular the children. Please protect Americans and our beloved outdoors from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Susan Leach
Pierre, SD 57501-5231"
43,EPA-HQ-OPP-2024-0562-0464,"Posted by the Environmental Protection Agency on Feb 18, 2025","Keep the bee's safe.

Thank you,
Brandon Wheeler
Fort Collins, CO 80524-3023"
44,EPA-HQ-OPP-2024-0562-0470,"Posted by the Environmental Protection Agency on Feb 18, 2025","Pesticides hurt our health and the health of our children. Furthermore, they kill beneficial insects on which we depend for our food crops. Please maintain the current regulations."
45,EPA-HQ-OPP-2024-0562-0479,"Posted by the Environmental Protection Agency on Feb 18, 2025","In my opinion, most consumers prefer to have the choice of buying organic produce because we know pesticides upset the balance of nature, and often cause cancer. I ask that you reject any efforts to overturn state and local pesticide regulations. Many farmers grow vegetables successfully without pesticides by planting strong smelling deterrant herbs nearby.
If you’ll notice the popularity of organically grown produce in grocery stores, you will see that many consumers prefer them to vegetables
Sprayed with chemical poisons.
Do not attempt to overturn state and local pesticide laws - it would prevent states from protecting their unique local environments and communities, including vulnerable people like children, who often play on the ground, unaware they could be jeopardizing their health in a sprayed area.
These important local & state laws need protection, not dismantling.

Thank you,
Jane Birdsong
Elkins, WV 26241-7347"
46,EPA-HQ-OPP-2024-0562-0495,"Posted by the Environmental Protection Agency on Feb 18, 2025","Dear EPA,

I strongly disagree with the current stance on weakening pesticide restrictions and urge the agency to take decisive action to ban glyphosate nationwide for the health and safety of all Americans. Glyphosate has been linked to severe health risks, including cancer, endocrine disruption, and harm to vital ecosystems. The World Health Organization’s International Agency for Research on Cancer (IARC) has classified glyphosate as a probable human carcinogen, and numerous studies have raised serious concerns about its long-term impact on human health and biodiversity.

While some may argue that glyphosate is essential for agricultural productivity, the trade-offs are far too great. Safer, sustainable alternatives exist, and many countries have already taken steps to limit or ban glyphosate due to the overwhelming scientific evidence of its dangers. The EPA must prioritize public health over corporate interests and implement a complete ban on glyphosate to protect our communities, food supply, and environment.

I urge the agency to follow the precautionary principle and act immediately to eliminate glyphosate from use in the United States. A failure to do so puts millions of Americans at risk.

Thank you for considering this comment.

Sincerely,
Taylor Bramlett"
