,Unnamed: 0,ID,Date,Text,cleaned_message,polarity,subjectivity
10,10,EPA-HQ-OPP-2024-0562-0473,"Posted by the Environmental Protection Agency on Feb 18, 2025","I ask you to deny the petition submitted by the attorneys general (AGs), which misrepresents the authority and responsibility of state governments in protecting public health and safety.

While the petition targets California's Proposition 65 warnings on glyphosate products, its implications extend far beyond this issue and threaten to undermine states' ability to regulate pesticides under the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA). In 2019, the Environmental Protection Agency (EPA) informed California’s Office of Environmental Health Hazard Assessment (OEHHA) that its glyphosate labeling violated FIFRA. However, OEHHA clarified that Proposition 65 is a right-to-know law designed to provide clear warnings to the public about chemicals listed as carcinogens or reproductive toxins, including glyphosate. These warnings empower Californians to make informed decisions about their exposure to hazardous chemicals.

Proposition 65 mandates the listing of chemicals, at a minimum, based on classifications from the International Agency for Research on Cancer (IARC). In 2015, IARC classified glyphosate as a probable carcinogen, prompting California to list it under Proposition 65. As a result, businesses are required to provide warnings when their products containing glyphosate expose individuals to potentially harmful levels of the chemical unless those levels are below the specified threshold.

In 2022, the EPA affirmed that California could include IARC's classification in its warning labels. While California offers flexibility in how these warnings are communicated, pesticide labels have historically been the method for conveying such critical information. Court decisions have underscored the importance of these warnings in holding manufacturers accountable for failing to inform consumers of potential risks. The U.S. Supreme Court’s ruling in Bates v. Dow Agrosciences (2005) reaffirmed the legal duty of manufacturers to warn consumers about the risks associated with their products, including pesticides.

FIFRA allows states to regulate the sale or use of federally registered pesticides, but only if the regulation does not conflict with federal law or permit the sale or use of products prohibited by it. However, the AGs' petition seeks to prevent states from requiring hazard warnings on pesticide labels, putting consumers at greater risk of harm.

States and local governments have a long history of implementing protective measures to safeguard their residents, land, and water. This right to protect public health has been upheld by the U.S. Supreme Court. The petition by the AGs, however, seems to disregard the welfare of their residents by prioritizing uniformity over safety. It implies that if people, including farmers, suffer harm from pesticides due to a failure to warn, they should not be able to seek compensation, even if the warning is legally required.

The courts have consistently upheld the responsibility of both states and manufacturers to warn consumers of the hazards posed by pesticides. This duty is in no way inconsistent with federal pesticide laws, including those governing ""misbranding.""

Please uphold the rights of states to protect their citizens and deny the AGs' petition.

Sincerely,
Mr.-Mr. Gary Gover
300 Lincoln St Fairhope, AL 36532-2818
govers@bellsouth.net","I ask you to deny the petition submitted by the attorneys general (AGs), which misrepresents the authority and responsibility of state governments in protecting public health and safety.

While the petition targets California's Proposition 65 warnings on glyphosate products, its implications extend far beyond this issue and threaten to undermine states' ability to regulate pesticides under the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA). In 2019, the Environmental Protection Agency (EPA) informed California’s Office of Environmental Health Hazard Assessment (OEHHA) that its glyphosate labeling violated FIFRA. However, OEHHA clarified that Proposition 65 is a right-to-know law designed to provide clear warnings to the public about chemicals listed as carcinogens or reproductive toxins, including glyphosate. These warnings empower Californians to make informed decisions about their exposure to hazardous chemicals.

Proposition 65 mandates the listing of chemicals, at a minimum, based on classifications from the International Agency for Research on Cancer (IARC). In 2015, IARC classified glyphosate as a probable carcinogen, prompting California to list it under Proposition 65. As a result, businesses are required to provide warnings when their products containing glyphosate expose individuals to potentially harmful levels of the chemical unless those levels are below the specified threshold.

In 2022, the EPA affirmed that California could include IARC's classification in its warning labels. While California offers flexibility in how these warnings are communicated, pesticide labels have historically been the method for conveying such critical information. Court decisions have underscored the importance of these warnings in holding manufacturers accountable for failing to inform consumers of potential risks. The YOU.S. Supreme Court’s ruling in Bates v. Dow Agrosciences (2005) reaffirmed the legal duty of manufacturers to warn consumers about the risks associated with their products, including pesticides.

FIFRA allows states to regulate the sale or use of federally registered pesticides, but only if the regulation does not conflict with federal law or permit the sale or use of products prohibited by it. However, the AGs' petition seeks to prevent states from requiring hazard warnings on pesticide labels, putting consumers at greater risk of harm.

States and local governments have a long history of implementing protective measures to safeguard their residents, land, and water. This right to protect public health has been upheld by the YOU.S. Supreme Court. The petition by the AGs, however, seems to disregard the welfare of their residents by prioritizing uniformity over safety. It implies that if people, including farmers, suffer harm from pesticides due to a failure to warn, they should not be able to seek compensation, even if the warning is legally required.

The courts have consistently upheld the responsibility of both states and manufacturers to warn consumers of the hazards posed by pesticides. This duty is in no way inconsistent with federal pesticide laws, including those governing ""misbranding.""

Please uphold the rights of states to protect their citizens and deny the AGs' petition.

Sincerely,
Mr.-Mr. Gary Gover
300 Lincoln St Fairhope, AL 36532-2818
govers@bellsouth.net",0.1113095238095238,0.4295787545787546
11,11,EPA-HQ-OPP-2024-0562-0490,"Posted by the Environmental Protection Agency on Feb 18, 2025","Massachusetts residents have successfully gotten our state legislature to pass important regulations to restrict pesticide use in areas such as playgrounds. Americans must be protected from harmful pesticides in these and other areas where vulnerable people and wildlife live, work, and play. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Plainfield Agricultural Commission
Plainfield, MA 01070-9794","Massachusetts residents have successfully gotten our state legislature to pass important regulations to restrict pesticide use in areas such as playgrounds. Americans must be protected from harmful pesticides in these and other areas where vulnerable people and wildlife live, work, and play. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.


Plainfield, MA 01070-9794",0.05018939393939393,0.4682291666666667
12,12,EPA-HQ-OPP-2024-0562-0498,"Posted by the Environmental Protection Agency on Feb 18, 2025","EPA-HQ-OPP-2024-0562, do not approve this change, removing the warnings from these chemicals which have been proven to cause cancer would remove a layer of notification which may have been different in various states who have already settled cases where there is a known damage to humans or animals. States should have the ability to control what is required as each state is made up of individuals with different opinions.","EPA-HQ-OPP-2024-0562, do not approve this change, removing the warnings from these chemicals which have been proven to cause cancer would remove a layer of notification which may have been different in various states who have already settled cases where there is a known damage to humans or animals. States should have the ability to control what is required as each state is made up of individuals with different opinions.",0.0,0.5666666666666668
13,13,EPA-HQ-OPP-2024-0562-0491,"Posted by the Environmental Protection Agency on Feb 18, 2025","I am writing with an urgent message to protect the health and vitality of our school-age children and our environment. We must protect local and state regulations and notifications about pesticides. Many many children (and adults) are very sensitive to chemicals in pesticides. Chemicals cause and exacerbate many health issues, such as obesity, diabetes, heart disease, cancer, infertility, and mental health disorders, all of which are robbing our children and adults of their fullest potential. Your agency is supposed be all about protecting us, and the environment, from these very harmful chemicals. I am truly concerned about soil and water quality, marine life, insects, birds, and endangered species. We have the most beautiful ecosystem and your agency is charged with protecting it and our children from these pesticides. Thank you.","I am writing with an urgent message to protect the health and vitality of our school-age children and our environment. We must protect local and state regulations and notifications about pesticides. Many many children (and adults) are very sensitive to chemicals in pesticides. Chemicals because and exacerbate many health issues, such as obesity, diabetes, heart disease, cancer, infertility, and mental health disorders, all of which are robbing our children and adults of their fullest potential. Your agency is supposed be all about protecting us, and the environment, from these very harmful chemicals. I am truly concerned about soil and water quality, marine life, insects, birds, and endangered species. We have the most beautiful ecosystem and your agency is charged with protecting it and our children from these pesticides. ",0.27999999999999997,0.5454545454545454
14,14,EPA-HQ-OPP-2024-0562-0500,"Posted by the Environmental Protection Agency on Feb 18, 2025","Allowing state and local governments the freedom to protect their populations and environments from harmful pesticides is so important, both from an environmental standpoint and from a local self-determination standpoint. Don't cave to big agriculture and take that freedom away!","Allowing state and local governments the freedom to protect their populations and environments from harmful pesticides is so important, both from an environmental standpoint and from a local self-determination standpoint. Do not cave to big agriculture and take that freedom away!",0.1,0.275
15,15,EPA-HQ-OPP-2024-0562-0462,"Posted by the Environmental Protection Agency on Feb 18, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

As a mother, grandmother, and scientist I believe that these standards cannot be lessened but need to be increased. My career included doing pesticide residue studies and market basket studies which impacted the daily choices I made for my family and the way we lived and my concern for continued strict regulation.

Thank you,
Lynn Heiman
Laporte, CO 80535-9765","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

As a mother, grandmother, and scientist I believe that these standards cannot be lessened but need to be increased. My career included doing pesticide residue studies and market basket studies which impacted the daily choices I made for my family and the way we lived and my concern for continued strict regulation.


Laporte, CO 80535-9765",0.012878787878787884,0.3333333333333333
16,16,EPA-HQ-OPP-2024-0562-0471,"Posted by the Environmental Protection Agency on Feb 18, 2025","Over 140 mayors, lawmakers and other officials from more than 30 states are standing together to urge Congress to reject legislation that would limit longstanding state and local pesticide safety rules. They’re joined by hundreds of members of Congress and 185 environmental, health and agricultural organizations. Congress should heed these calls and reject legislative proposals to block state and local laws put in place to safeguard communities.","Over 140 mayors, lawmakers and other officials from more than 30 states are standing together to urge Congress to reject legislation that would limit longstanding state and local pesticide safety rules. They are joined by hundreds of members of Congress and 185 environmental, health and agricultural organizations. Congress should heed these calls and reject legislative proposals to block state and local laws put in place to safeguard communities.",0.09375,0.21875
17,17,EPA-HQ-OPP-2024-0562-0486,"Posted by the Environmental Protection Agency on Feb 18, 2025","***Several states and localities have made the morally and ecologically correct determination that certain classes of pesticides are not compatible with human or ecological health. This proposed preemption constitutes an authoritarian imposition of pesticides where they are not wanted, and the legislative insistence upon alternative facts where the actual facts of science are inconvenient for industry and their pliant regulators. If EPA and USDA are institutionally incapable of following the scientific evidence to the policy conclusion that neonicotinoids, glyphosate, chlorpyrifos, and other pesticides are unacceptably destructive, they can at least allow states and localities the role of rational regulators.***

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Jim Steitz
Gatlinburg, TN 37738-5671","***Several states and localities have made the morally and ecologically correct determination that certain classes of pesticides are not compatible with human or ecological health. This proposed preemption constitutes an authoritarian imposition of pesticides where they are not wanted, and the legislative insistence upon alternative facts where the actual facts of science are inconvenient for industry and their pliant regulators. If EPA and USDA are institutionally incapable of following the scientific evidence to the policy conclusion that neonicotinoids, glyphosate, chlorpyrifos, and other pesticides are unacceptably destructive, they can at least allow states and localities the role of rational regulators.***

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.


Gatlinburg, TN 37738-5671",-0.021320346320346326,0.38014069264069267
18,18,EPA-HQ-OPP-2024-0562-0463,"Posted by the Environmental Protection Agency on Feb 18, 2025","States have the right to protect their residents from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Every state has the right to enact local pesticide laws that protect their unique local environments and communities, including vulnerable people like children, from toxic pesticides. Overturning those laws would also keep state governments from responding to emerging risks and prohibit notifications to parents when toxic pesticides will be sprayed at schools, parks, or adjacent to such public spaces.

Please reject the petition for rulemaking in document EPA-HQ-OPP-2024-0562-0001 to protect these important local laws.

Thank you,
Ray Franklin
Fort Collins, CO 80524-3428","States have the right to protect their residents from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Every state has the right to enact local pesticide laws that protect their unique local environments and communities, including vulnerable people like children, from toxic pesticides. Overturning those laws would also keep state governments from responding to emerging risks and prohibit notifications to parents when toxic pesticides will be sprayed at schools, parks, or adjacent to such public spaces.

Please reject the petition for rulemaking in document EPA-HQ-OPP-2024-0562-0001 to protect these important local laws.


Fort Collins, CO 80524-3428",0.07694805194805195,0.37619047619047613
19,19,EPA-HQ-OPP-2024-0562-0466,"Posted by the Environmental Protection Agency on Feb 18, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.
With the knowledge we currently possess regarding the toxicity of products used in agriculture, our backyards, emissions from cars and manufacturing, it is imperative we protect our E
arth, our soil, water, air and the health of all creatures, great and small. When we lose the least among us, it impacts us all.

Thank you,
Melissa Riley
Loveland, CO 80537-6166","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.
With the knowledge we currently possess regarding the toxicity of products used in agriculture, our backyards, emissions from cars and manufacturing, it is imperative we protect our E
arth, our soil, water, air and the health of all creatures, great and small. When we lose the least among us, it impacts us all.


Loveland, CO 80537-6166",0.027976190476190484,0.4011904761904762
20,20,EPA-HQ-OPP-2024-0562-0472,"Posted by the Environmental Protection Agency on Feb 18, 2025","I believe we are at a time when we as American citizens have a deep thirst for transparency and honesty, so that we the people can decide what is right and good for our families. To withhold information and not withhold other information can be extremely misleading to a consumer, leading them to make a decision that they not make should they have full knowledge and understanding about what has been used to grow and process their food. While one action may lead to greater profits for a manufacturer, the same action may lead to harmful health outcomes for the consumer. I say as a general rule, the more transparency the better. If anything, this may place a demand on the manufacturer to make adjustments that could potentially produce good outcomes for both parties. The goal is the benefit all Americans, both manufacturer and consumers. However, as it stands, there are far more consumers being affected by the standards and regulations of a few manufacturers. We need to draw attention to this and it is critical to us and the Health of our Nation.

Thank you for your consideration.","I believe we are at a time when we as American citizens have a deep thirst for transparency and honesty, so that we the people can decide what is right and good for our families. To withhold information and not withhold other information can be extremely misleading to a consumer, leading them to make a decision that they not make should they have full knowledge and understanding about what has been used to grow and process their food. While one action may lead to greater profits for a manufacturer, the same action may lead to harmful health outcomes for the consumer. I say as a general rule, the more transparency the better. If anything, this may place a demand on the manufacturer to make adjustments that could potentially produce good outcomes for both parties. The goal is the benefit all Americans, both manufacturer and consumers. However, as it stands, there are far more consumers being affected by the standards and regulations of a few manufacturers. We need to draw attention to this and it is critical to us and the Health of our Nation.

",0.19678571428571429,0.4892857142857142
21,21,EPA-HQ-OPP-2024-0562-0477,"Posted by the Environmental Protection Agency on Feb 18, 2025","There is no good reason to block state and local laws that help control the use of toxic pesticides. We need those laws, and so I urge you to vote to protect the laws, which in term, protect us from harmful chemicals.

Thank you,
REBECCA KELLY
Melrose Park, PA 19027-3032","There is no good reason to block state and local laws that help control the use of toxic pesticides. We need those laws, and so I urge you to vote to protect the laws, which in term, protect us from harmful chemicals.


Melrose Park, PA 19027-3032",-0.175,0.30000000000000004
22,22,EPA-HQ-OPP-2024-0562-0487,"Posted by the Environmental Protection Agency on Feb 18, 2025","I am sincerely asking that the EPA protect Americans from harmful pesticides. I urge you to reject any and all efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would be potentially more harmful to citizens as states would not be able to protect their unique local environments and communities as well or in as timely a manner. Especially vulnerable groups of people like children and older Americans may be more negatively impacted by toxic pesticides. States and local municipalities need to be able to respond quickly to emergent situations in order to protect citizens from harm. They need to be able to notify parents and other citizens on a regular basis if and when pesticides are to be sprayed in their local areas, such as near schools or parks. .

I urge you to take serious action to protect these important local laws.

Thank you,
Pamela Trudeau
Leavenworth, WA 98826-1260","I am sincerely asking that the EPA protect Americans from harmful pesticides. I urge you to reject any and all efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would be potentially more harmful to citizens as states would not be able to protect their unique local environments and communities as well or in as timely a manner. Especially vulnerable groups of people like children and older Americans may be more negatively impacted by toxic pesticides. States and local municipalities need to be able to respond quickly to emergent situations in order to protect citizens from harm. They need to be able to notify parents and other citizens on a regular basis if and when pesticides are to be sprayed in their local areas, such as near schools or parks. .

I urge you to take serious action to protect these important local laws.


Leavenworth, WA 98826-1260",0.11319444444444444,0.40528846153846154
23,23,EPA-HQ-OPP-2024-0562-0460,"Posted by the Environmental Protection Agency on Feb 18, 2025","I'm totally opposed to the proposed changes to prohibit state authority to warn of pesticide hazards and issue product label restrictions. As a public health matter, we citizens have the right to know whether a substance is proven or even likely to affect human health by causing cancer, birth defects, and/or reproductive harm.

Just as cigarettes are labeled, so should these pesticides be labeled.

All this proposed rule would do is protect the profits of companies selling these toxic substances and poisoning our environment with them.","I am totally opposed to the proposed changes to prohibit state authority to warn of pesticide hazards and issue product label restrictions. As a public health matter, we citizens have the right to know whether a substance is proven or even likely to affect human health by causing cancer, birth defects, and/or reproductive harm.

Just as cigarettes are labeled, so should these pesticides be labeled.

All this proposed rule would do is protect the profits of companies selling these toxic substances and poisoning our environment with them.",0.05714285714285714,0.4904761904761905
24,24,EPA-HQ-OPP-2024-0562-0483,"Posted by the Environmental Protection Agency on Feb 18, 2025","Reducing toxic pesticides is critical to the lives of all living things, insects and people. Eliminate the worst; reduce the rest. I have been growing thousands of plants for 35 years without any toxic pesticides.","Reducing toxic pesticides is critical to the lives of all living things, insects and people. Eliminate the worst; reduce the rest. I have been growing thousands of plants for 35 years without any toxic pesticides.",-0.5,0.9
25,25,EPA-HQ-OPP-2024-0562-0461,"Posted by the Environmental Protection Agency on Feb 18, 2025",Please provide this protection and keep the warnings in place.,Please provide this protection and keep the warnings in place.,0.0,0.0
