"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","24,074","35.3"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)","4,050","55.3"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","20,668","27.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (1,000 OR MORE ACRES)","12","56.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (1.0 TO 99.9 ACRES)","83","44.7"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (100 TO 249 ACRES)","71","55.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (250 TO 499 ACRES)","33","41.8"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (500 TO 999 ACRES)","4","57.6"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","1","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","202","29.3"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","203","29.3"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","136","42.9"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)","31","78.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","52","31.6"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)"," (D)","(D)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)"," (D)","(D)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","34,888","27.0"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","17,487","41.7"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)"," (D)","(D)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","17,651","42.9"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (1,000 OR MORE ACRES)","15","43.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (1.0 TO 99.9 ACRES)","53","56.3"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (100 TO 249 ACRES)","47","65.3"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (250 TO 499 ACRES)","7","97.1"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (500 TO 999 ACRES)","7","81.7"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","1","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","128","28.0"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","129","27.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","68","46.9"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)","1","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","74","42.0"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","4,452","87.1"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,452","87.1"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)","3,300","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","1,152","97.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (25.0 TO 49.9 ACRES)","24","97.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (250 OR MORE ACRES)","6","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","30","79.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","30","79.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)","6","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","24","97.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","1,159","70.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,159","70.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","1,159","70.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (1.0 TO 49.9 ACRES)","47","67.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","47","67.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","47","67.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","47","67.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","46","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","46","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","46","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (0.1 TO 4.9 ACRES)","23","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","23","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","23","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","23","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","16,762","39.6"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","16,762","39.6"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)"," (D)","(D)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","4,105","36.0"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (1.0 TO 49.9 ACRES)","23","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (100 TO 249 ACRES)","36","68.9"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (250 TO 499 ACRES)","5","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (50.0 TO 99.9 ACRES)","7","97.1"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (500 OR MORE ACRES)","10","66.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","81","41.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","81","41.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","43","59.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","45","52.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","277","82.7"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","53","85.9"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","330","70.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","323","72.2"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)","7","98.7"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (0.1 TO 14.9 ACRES)","107","47.0"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","70","51.7"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","37","65.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","107","47.0"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","93","56.3"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)","14","98.7"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SMALL GRAINS","SMALL GRAINS, OTHER, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","1,150","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SMALL GRAINS","SMALL GRAINS, OTHER, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,150","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SMALL GRAINS","SMALL GRAINS, OTHER, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","1,150","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SMALL GRAINS","SMALL GRAINS, OTHER, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","23","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SMALL GRAINS","SMALL GRAINS, OTHER, IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","23","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SMALL GRAINS","SMALL GRAINS, OTHER, IRRIGATED - OPERATIONS WITH AREA HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","23","(H)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)"," (D)","(D)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - ACRES HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)"," (D)","(D)"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","26,107","17.3"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (GROUND)","8,527","44.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (OFF FARM)","4,200","87.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - ACRES HARVESTED","WATER SOURCE","WATER SOURCE: (ON FARM SURFACE)","13,380","25.4"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (1.0 TO 49.9 ACRES)","46","67.0"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (100 TO 249 ACRES)","55","55.6"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (250 TO 449 ACRES)","18","50.8"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (50.0 TO 99.9 ACRES)","35","69.5"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","AREA IRRIGATED, HARVESTED","AREA IRRIGATED, HARVESTED: (500 OR MORE ACRES)","10","46.9"
"CENSUS","2023","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","1","(H)"
